Extracted:,"United Nations High Commissioner for Refugees"
"Date extracted:","26/04/2021 14:32 UTC"
"Last updated:","08 December 2020"
"Some data presented may differ from statistics published previously due to retroactive changes or the inclusion of previously unavailable data."

"Data table contains the following:","Population figures"
"Content type","End year stock population totals"
"Data quick link",https://www.unhcr.org/refugee-statistics/download/?url=0DHmas
"Data definitions",https://www.unhcr.org/refugee-statistics/methodology/
"Usage licence",https://creativecommons.org/licenses/by/4.0/
"Population types included","REF,ROC,ASY,IDP,IOC,VDA,OOC,STA"
Years:
Origin:,all
"Country of asylum:",all
Year,"Country of origin","Country of origin (ISO)","Country of asylum","Country of asylum (ISO)","Female 0 - 4","Female 5 - 11","Female 12 - 17","Female 5 - 17","Female 18 - 59","Female 60",f_other,"Female total",f_unknown,"Male 0 - 4","Male 5 - 11","Male 12 - 17","Male 5 - 17","Male 18 - 59","Male 60","Male total",m_other,m_unknown,Total
2019,Indonesia,IDN,"Papua New Guinea",PNG,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,9368
2019,"Iran (Islamic Rep. of)",IRN,"Papua New Guinea",PNG,0,0,0,,0,0,,0,,0,0,0,,100,0,100,,,100
2019,Iraq,IRQ,"Papua New Guinea",PNG,0,0,0,,0,0,,0,,0,0,0,,35,0,35,,,35
2019,"Sri Lanka",LKA,"Papua New Guinea",PNG,0,0,0,,0,0,,0,,0,0,0,,10,0,10,,,10
2019,Myanmar,MMR,"Papua New Guinea",PNG,0,0,0,,0,0,,0,,0,0,0,,5,0,5,,,5
2019,Pakistan,PAK,"Papua New Guinea",PNG,0,0,0,,0,0,,0,,0,0,0,,40,0,40,,,40
2019,Somalia,SOM,"Papua New Guinea",PNG,0,0,0,,0,0,,0,,0,0,0,,19,0,19,,,19
2019,Sudan,SDN,"Papua New Guinea",PNG,0,0,0,,0,0,,0,,0,0,0,,55,0,55,,,55
2019,Stateless,XXA,"Papua New Guinea",PNG,0,0,0,,0,0,,0,,0,0,0,,9,0,9,,,9
2019,Afghanistan,AFG,Poland,POL,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,121
2019,Algeria,DZA,Poland,POL,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,5
2019,Egypt,EGY,Poland,POL,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,71
2019,Armenia,ARM,Poland,POL,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,78
2019,Azerbaijan,AZE,Poland,POL,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,8
2019,Bangladesh,BGD,Poland,POL,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,8
2019,Belarus,BLR,Poland,POL,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,201
2019,"Central African Rep.",CAF,Poland,POL,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,5
2019,China,CHN,Poland,POL,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,21
2019,Cameroon,CMR,Poland,POL,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,11
2019,Congo,COG,Poland,POL,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,8
2019,"Dem. Rep. of the Congo",COD,Poland,POL,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,6
2019,Cuba,CUB,Poland,POL,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,17
2019,Eritrea,ERI,Poland,POL,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,32
2019,Ethiopia,ETH,Poland,POL,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,5
2019,Palestinian,PSE,Poland,POL,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,17
2019,Georgia,GEO,Poland,POL,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,71
2019,India,IND,Poland,POL,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,5
2019,"Iran (Islamic Rep. of)",IRN,Poland,POL,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,54
2019,Iraq,IRQ,Poland,POL,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,272
2019,Kazakhstan,KAZ,Poland,POL,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,64
2019,Kenya,KEN,Poland,POL,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,5
2019,Kyrgyzstan,KGZ,Poland,POL,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,59
2019,Libya,LBY,Poland,POL,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,31
2019,"Sri Lanka",LKA,Poland,POL,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,49
2019,"Rep. of Moldova",MDA,Poland,POL,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,5
2019,Mongolia,MNG,Poland,POL,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,19
2019,Nepal,NPL,Poland,POL,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,8
2019,Nigeria,NGA,Poland,POL,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,11
2019,Pakistan,PAK,Poland,POL,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,32
2019,"Russian Federation",RUS,Poland,POL,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,9870
2019,Rwanda,RWA,Poland,POL,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,5
2019,"Serbia and Kosovo: S/RES/1244 (1999)",SRB,Poland,POL,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,5
2019,Senegal,SEN,Poland,POL,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,5
2019,Somalia,SOM,Poland,POL,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,50
2019,"Viet Nam",VNM,Poland,POL,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,16
2019,Sudan,SDN,Poland,POL,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,5
2019,"Syrian Arab Rep.",SYR,Poland,POL,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,542
2019,Tajikistan,TJK,Poland,POL,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,102
2019,Turkmenistan,TKM,Poland,POL,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,44
2019,Turkey,TUR,Poland,POL,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,92
2019,Uganda,UGA,Poland,POL,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,6
2019,Ukraine,UKR,Poland,POL,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,485
2019,Uzbekistan,UZB,Poland,POL,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,24
2019,Yemen,YEM,Poland,POL,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,9
2019,Stateless,XXA,Poland,POL,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,1427
2019,Afghanistan,AFG,Portugal,PRT,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,20
2019,Armenia,ARM,Portugal,PRT,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,5
2019,Bangladesh,BGD,Portugal,PRT,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,5
2019,Belarus,BLR,Portugal,PRT,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,16
2019,"Bosnia and Herzegovina",BIH,Portugal,PRT,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,10
2019,"Central African Rep.",CAF,Portugal,PRT,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,8
2019,Cameroon,CMR,Portugal,PRT,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,15
2019,Congo,COG,Portugal,PRT,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,9
2019,"Dem. Rep. of the Congo",COD,Portugal,PRT,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,55
2019,Colombia,COL,Portugal,PRT,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,45
2019,Cuba,CUB,Portugal,PRT,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,5
2019,Eritrea,ERI,Portugal,PRT,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,195
2019,Ethiopia,ETH,Portugal,PRT,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,6
2019,Gambia,GMB,Portugal,PRT,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,5
2019,Palestinian,PSE,Portugal,PRT,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,5
2019,Guinea-Bissau,GNB,Portugal,PRT,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,9
2019,Guinea,GIN,Portugal,PRT,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,103
2019,"Cote d'Ivoire",CIV,Portugal,PRT,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,32
2019,"Iran (Islamic Rep. of)",IRN,Portugal,PRT,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,41
2019,Iraq,IRQ,Portugal,PRT,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,181
2019,Kenya,KEN,Portugal,PRT,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,6
2019,Libya,LBY,Portugal,PRT,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,15
2019,"Sri Lanka",LKA,Portugal,PRT,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,34
2019,Mauritania,MRT,Portugal,PRT,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,5
2019,Mali,MLI,Portugal,PRT,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,13
2019,Morocco,MAR,Portugal,PRT,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,9
2019,Nigeria,NGA,Portugal,PRT,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,25
2019,Pakistan,PAK,Portugal,PRT,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,69
2019,"Russian Federation",RUS,Portugal,PRT,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,16
2019,Rwanda,RWA,Portugal,PRT,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,5
2019,Senegal,SEN,Portugal,PRT,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,6
2019,"Sierra Leone",SLE,Portugal,PRT,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,26
2019,Somalia,SOM,Portugal,PRT,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,33
2019,Sudan,SDN,Portugal,PRT,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,49
2019,"South Sudan",SSD,Portugal,PRT,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,30
2019,"Syrian Arab Rep.",SYR,Portugal,PRT,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,768
2019,Togo,TGO,Portugal,PRT,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,7
2019,Turkey,TUR,Portugal,PRT,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,8
2019,Uganda,UGA,Portugal,PRT,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,5
2019,Ukraine,UKR,Portugal,PRT,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,436
2019,Yemen,YEM,Portugal,PRT,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,9
2019,Stateless,XXA,Portugal,PRT,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,45
2019,Egypt,EGY,Qatar,QAT,0,7,0,,0,0,,7,,0,0,6,,0,0,6,,,13
2019,Iraq,IRQ,Qatar,QAT,0,6,8,,42,13,,69,,0,9,7,,42,14,72,,,141
2019,Somalia,SOM,Qatar,QAT,0,0,0,,9,0,,9,,0,0,0,,0,0,0,,,9
2019,"Syrian Arab Rep.",SYR,Qatar,QAT,0,9,0,,13,0,,22,,0,5,0,,7,0,12,,,34
2019,Yemen,YEM,Qatar,QAT,0,0,0,,0,0,,0,,5,0,0,,0,0,5,,,5
2019,Stateless,XXA,Qatar,QAT,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,1200
2019,Afghanistan,AFG,Romania,ROU,0,5,5,,16,0,,26,,0,7,12,,103,0,122,,,148
2019,Angola,AGO,Romania,ROU,0,0,0,,0,0,,0,,0,0,0,,0,5,5,,,5
2019,Egypt,EGY,Romania,ROU,0,0,0,,5,0,,5,,0,0,0,,14,0,14,,,19
2019,Burundi,BDI,Romania,ROU,0,0,0,,7,0,,7,,0,0,0,,0,0,0,,,7
2019,Bangladesh,BGD,Romania,ROU,0,0,0,,0,0,,0,,0,0,0,,6,0,6,,,6
2019,"Central African Rep.",CAF,Romania,ROU,0,0,0,,0,0,,0,,0,0,0,,7,0,7,,,7
2019,Cameroon,CMR,Romania,ROU,0,0,0,,8,0,,8,,0,0,5,,10,0,15,,,23
2019,Congo,COG,Romania,ROU,0,0,0,,0,0,,0,,0,0,0,,6,0,6,,,6
2019,"Dem. Rep. of the Congo",COD,Romania,ROU,0,0,5,,6,0,,11,,0,0,0,,10,0,10,,,21
2019,Comoros,COM,Romania,ROU,0,5,0,,0,0,,5,,0,0,0,,0,0,0,,,5
2019,Eritrea,ERI,Romania,ROU,0,5,0,,7,0,,12,,0,5,0,,28,0,33,,,45
2019,Ethiopia,ETH,Romania,ROU,0,0,0,,7,0,,7,,0,0,0,,0,0,0,,,7
2019,Gambia,GMB,Romania,ROU,0,0,0,,0,0,,0,,0,0,5,,0,0,5,,,5
2019,Palestinian,PSE,Romania,ROU,0,8,0,,12,0,,20,,0,6,0,,32,0,38,,,58
2019,Guinea,GIN,Romania,ROU,0,0,0,,0,0,,0,,0,0,0,,5,0,5,,,5
2019,"Iran (Islamic Rep. of)",IRN,Romania,ROU,0,6,5,,24,0,,35,,5,5,6,,57,8,81,,,116
2019,Iraq,IRQ,Romania,ROU,23,70,44,,194,20,,351,,39,77,46,,349,19,530,,,881
2019,Jordan,JOR,Romania,ROU,0,0,0,,0,0,,0,,0,0,0,,6,0,6,,,6
2019,Liberia,LBR,Romania,ROU,0,0,0,,0,0,,0,,0,0,0,,5,0,5,,,5
2019,Lebanon,LBN,Romania,ROU,0,0,0,,5,0,,5,,0,0,0,,0,0,0,,,5
2019,Myanmar,MMR,Romania,ROU,0,0,0,,9,0,,9,,0,11,0,,6,0,17,,,26
2019,Nigeria,NGA,Romania,ROU,0,0,0,,0,0,,0,,0,0,0,,5,0,5,,,5
2019,Pakistan,PAK,Romania,ROU,0,5,0,,5,0,,10,,0,8,0,,24,0,32,,,42
2019,Rwanda,RWA,Romania,ROU,0,0,0,,0,0,,0,,0,0,0,,7,0,7,,,7
2019,"Sierra Leone",SLE,Romania,ROU,0,0,0,,0,0,,0,,0,0,0,,5,0,5,,,5
2019,Somalia,SOM,Romania,ROU,0,0,0,,52,0,,52,,5,0,0,,42,0,47,,,99
2019,Sudan,SDN,Romania,ROU,0,0,0,,5,0,,5,,0,0,5,,6,0,11,,,16
2019,"Syrian Arab Rep.",SYR,Romania,ROU,89,122,76,,444,34,,765,,83,141,95,,941,65,1325,,,2090
2019,Turkey,TUR,Romania,ROU,0,0,5,,8,0,,13,,0,0,5,,21,0,26,,,39
2019,Uganda,UGA,Romania,ROU,0,0,0,,0,0,,0,,0,0,0,,5,0,5,,,5
2019,Ukraine,UKR,Romania,ROU,0,0,0,,13,0,,13,,0,0,0,,9,0,9,,,22
2019,Yemen,YEM,Romania,ROU,0,0,0,,5,0,,5,,0,0,5,,19,0,24,,,29
2019,Zimbabwe,ZWE,Romania,ROU,6,0,0,,0,0,,6,,0,0,0,,0,0,0,,,6
2019,Stateless,XXA,Romania,ROU,0,0,5,,93,0,,98,,6,0,5,,167,5,183,,,281
2019,Algeria,DZA,"South Africa",ZAF,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,5
2019,Angola,AGO,"South Africa",ZAF,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,23
2019,Egypt,EGY,"South Africa",ZAF,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,7
2019,Burundi,BDI,"South Africa",ZAF,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,2699
2019,Benin,BEN,"South Africa",ZAF,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,5
2019,Bangladesh,BGD,"South Africa",ZAF,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,205
2019,Bulgaria,BGR,"South Africa",ZAF,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,5
2019,"Central African Rep.",CAF,"South Africa",ZAF,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,9
2019,Chad,TCD,"South Africa",ZAF,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,5
2019,Cameroon,CMR,"South Africa",ZAF,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,328
2019,Congo,COG,"South Africa",ZAF,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,4552
2019,"Dem. Rep. of the Congo",COD,"South Africa",ZAF,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,23160
2019,Eritrea,ERI,"South Africa",ZAF,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,1574
2019,Estonia,EST,"South Africa",ZAF,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,5
2019,Ethiopia,ETH,"South Africa",ZAF,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,15990
2019,Palestinian,PSE,"South Africa",ZAF,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,39
2019,Ghana,GHA,"South Africa",ZAF,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,7
2019,"Cote d'Ivoire",CIV,"South Africa",ZAF,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,28
2019,India,IND,"South Africa",ZAF,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,5
2019,Iraq,IRQ,"South Africa",ZAF,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,14
2019,Jordan,JOR,"South Africa",ZAF,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,5
2019,Kenya,KEN,"South Africa",ZAF,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,143
2019,Liberia,LBR,"South Africa",ZAF,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,50
2019,"Sri Lanka",LKA,"South Africa",ZAF,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,10
2019,Mali,MLI,"South Africa",ZAF,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,5
2019,Malawi,MWI,"South Africa",ZAF,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,8
2019,Morocco,MAR,"South Africa",ZAF,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,5
2019,Nigeria,NGA,"South Africa",ZAF,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,9
2019,Pakistan,PAK,"South Africa",ZAF,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,12
2019,"Russian Federation",RUS,"South Africa",ZAF,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,10
2019,Rwanda,RWA,"South Africa",ZAF,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,1067
2019,Senegal,SEN,"South Africa",ZAF,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,5
2019,"Sierra Leone",SLE,"South Africa",ZAF,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,20
2019,"Solomon Islands",SLB,"South Africa",ZAF,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,7
2019,Somalia,SOM,"South Africa",ZAF,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,23635
2019,Sudan,SDN,"South Africa",ZAF,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,95
2019,Eswatini,SWZ,"South Africa",ZAF,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,7
2019,"Syrian Arab Rep.",SYR,"South Africa",ZAF,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,40
2019,"United Rep. of Tanzania",TZA,"South Africa",ZAF,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,33
2019,Togo,TGO,"South Africa",ZAF,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,12
2019,Turkey,TUR,"South Africa",ZAF,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,5
2019,Uganda,UGA,"South Africa",ZAF,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,472
2019,Ukraine,UKR,"South Africa",ZAF,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,5
2019,Yemen,YEM,"South Africa",ZAF,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,5
2019,Zambia,ZMB,"South Africa",ZAF,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,62
2019,Zimbabwe,ZWE,"South Africa",ZAF,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,4003
2019,Afghanistan,AFG,"Russian Federation",RUS,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,795
2019,Azerbaijan,AZE,"Russian Federation",RUS,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,18
2019,Bangladesh,BGD,"Russian Federation",RUS,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,5
2019,Cameroon,CMR,"Russian Federation",RUS,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,5
2019,Congo,COG,"Russian Federation",RUS,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,5
2019,"Dem. Rep. of the Congo",COD,"Russian Federation",RUS,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,5
2019,Palestinian,PSE,"Russian Federation",RUS,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,10
2019,Georgia,GEO,"Russian Federation",RUS,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,147
2019,Germany,DEU,"Russian Federation",RUS,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,11
2019,"Cote d'Ivoire",CIV,"Russian Federation",RUS,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,5
2019,"Iran (Islamic Rep. of)",IRN,"Russian Federation",RUS,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,5
2019,Iraq,IRQ,"Russian Federation",RUS,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,17
2019,Kazakhstan,KAZ,"Russian Federation",RUS,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,12
2019,Kyrgyzstan,KGZ,"Russian Federation",RUS,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,32
2019,"Rep. of Korea",KOR,"Russian Federation",RUS,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,5
2019,"Dem. People's Rep. of Korea",PRK,"Russian Federation",RUS,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,50
2019,Lebanon,LBN,"Russian Federation",RUS,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,6
2019,Latvia,LVA,"Russian Federation",RUS,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,5
2019,"Rep. of Moldova",MDA,"Russian Federation",RUS,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,30
2019,Pakistan,PAK,"Russian Federation",RUS,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,5
2019,Sudan,SDN,"Russian Federation",RUS,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,6
2019,"Syrian Arab Rep.",SYR,"Russian Federation",RUS,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,593
2019,Tajikistan,TJK,"Russian Federation",RUS,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,40
2019,Turkmenistan,TKM,"Russian Federation",RUS,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,12
2019,Turkey,TUR,"Russian Federation",RUS,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,5
2019,Ukraine,UKR,"Russian Federation",RUS,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,40393
2019,Uzbekistan,UZB,"Russian Federation",RUS,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,61
2019,Yemen,YEM,"Russian Federation",RUS,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,97
2019,Stateless,XXA,"Russian Federation",RUS,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,68237
2019,"Unknown ",,"Russian Federation",RUS,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,5
2019,Angola,AGO,Rwanda,RWA,0,0,0,,8,0,,8,,0,0,0,,0,0,0,,,8
2019,Burundi,BDI,Rwanda,RWA,6574,6307,4306,,15743,1162,,34092,,6662,6775,4469,,20353,904,39163,,,73255
2019,Chad,TCD,Rwanda,RWA,0,0,0,,0,0,,0,,0,0,0,,5,0,5,,,5
2019,"Dem. Rep. of the Congo",COD,Rwanda,RWA,5819,7643,6375,,19561,2052,,41450,,5912,7594,6327,,13250,1504,34587,,,76037
2019,Eritrea,ERI,Rwanda,RWA,5,0,0,,14,0,,19,,0,0,22,,63,0,85,,,104
2019,Rwanda,RWA,Rwanda,RWA,18,14,10,,754,6,,802,,31,14,6,,58,10,119,,,921
2019,Somalia,SOM,Rwanda,RWA,0,5,0,,8,0,,13,,0,0,10,,0,0,10,,,23
2019,Sudan,SDN,Rwanda,RWA,0,0,0,,0,0,,0,,0,0,0,,13,0,13,,,13
2019,"South Sudan",SSD,Rwanda,RWA,0,5,0,,0,0,,5,,0,0,0,,0,0,0,,,5
2019,Colombia,COL,"El Salvador",SLV,0,0,0,,0,0,,0,,0,0,0,,5,0,5,,,5
2019,Honduras,HND,"El Salvador",SLV,0,0,0,,9,0,,9,,0,0,0,,10,0,10,,,19
2019,Iraq,IRQ,"El Salvador",SLV,0,0,0,,0,0,,0,,0,0,0,,5,0,5,,,5
2019,Mexico,MEX,"El Salvador",SLV,0,0,0,,5,0,,5,,0,0,0,,0,0,0,,,5
2019,Nicaragua,NIC,"El Salvador",SLV,0,0,0,,0,0,,0,,0,0,0,,9,0,9,,,9
2019,"El Salvador",SLV,"El Salvador",SLV,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,78300
2019,"Syrian Arab Rep.",SYR,"El Salvador",SLV,0,5,0,,0,0,,5,,0,0,0,,0,0,0,,,5
2019,Chad,TCD,"Saudi Arabia",SAU,0,0,0,,9,0,,9,,0,0,0,,0,0,0,,,9
2019,China,CHN,"Saudi Arabia",SAU,0,0,0,,9,0,,9,,0,0,0,,5,0,5,,,14
2019,Eritrea,ERI,"Saudi Arabia",SAU,0,0,5,,7,5,,17,,0,0,0,,19,6,25,,,42
2019,Palestinian,PSE,"Saudi Arabia",SAU,0,0,0,,0,0,,0,,0,0,0,,8,0,8,,,8
2019,Iraq,IRQ,"Saudi Arabia",SAU,0,0,5,,9,0,,14,,0,0,5,,12,0,17,,,31
2019,Liberia,LBR,"Saudi Arabia",SAU,0,0,9,,0,0,,9,,0,0,0,,0,0,0,,,9
2019,Somalia,SOM,"Saudi Arabia",SAU,0,0,0,,9,0,,9,,0,0,0,,7,0,7,,,16
2019,"Syrian Arab Rep.",SYR,"Saudi Arabia",SAU,9,12,9,,34,5,,69,,7,15,19,,42,0,83,,,152
2019,Tunisia,TUN,"Saudi Arabia",SAU,0,0,0,,7,0,,7,,0,0,0,,0,0,0,,,7
2019,Yemen,YEM,"Saudi Arabia",SAU,0,0,0,,12,0,,12,,0,8,0,,7,0,15,,,27
2019,Stateless,XXA,"Saudi Arabia",SAU,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,70000
2019,Afghanistan,AFG,"Serbia and Kosovo: S/RES/1244 (1999)",SRB,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,2681
2019,Bangladesh,BGD,"Serbia and Kosovo: S/RES/1244 (1999)",SRB,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,331
