Extracted:,"United Nations High Commissioner for Refugees"
"Date extracted:","26/04/2021 14:32 UTC"
"Last updated:","08 December 2020"
"Some data presented may differ from statistics published previously due to retroactive changes or the inclusion of previously unavailable data."

"Data table contains the following:","Population figures"
"Content type","End year stock population totals"
"Data quick link",https://www.unhcr.org/refugee-statistics/download/?url=0DHmas
"Data definitions",https://www.unhcr.org/refugee-statistics/methodology/
"Usage licence",https://creativecommons.org/licenses/by/4.0/
"Population types included","REF,ROC,ASY,IDP,IOC,VDA,OOC,STA"
Years:
Origin:,all
"Country of asylum:",all
Year,"Country of origin","Country of origin (ISO)","Country of asylum","Country of asylum (ISO)","Female 0 - 4","Female 5 - 11","Female 12 - 17","Female 5 - 17","Female 18 - 59","Female 60",f_other,"Female total",f_unknown,"Male 0 - 4","Male 5 - 11","Male 12 - 17","Male 5 - 17","Male 18 - 59","Male 60","Male total",m_other,m_unknown,Total
2019,"Syrian Arab Rep.",SYR,"Costa Rica",CRI,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,5
2019,Ukraine,UKR,"Costa Rica",CRI,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,13
2019,"United States of America",USA,"Costa Rica",CRI,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,5
2019,"Venezuela (Bolivarian Republic of)",VEN,"Costa Rica",CRI,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,21405
2019,Stateless,XXA,"Costa Rica",CRI,0,0,0,,0,0,,128,,0,0,0,,0,0,103,,,231
2019,Afghanistan,AFG,Cuba,CUB,0,0,0,,9,0,,9,,0,5,0,,21,0,26,,,35
2019,Eritrea,ERI,Cuba,CUB,0,0,0,,0,0,,0,,0,0,0,,14,0,14,,,14
2019,Ethiopia,ETH,Cuba,CUB,0,0,0,,0,0,,0,,0,0,0,,6,0,6,,,6
2019,Haiti,HTI,Cuba,CUB,0,5,0,,0,0,,5,,0,0,0,,0,0,0,,,5
2019,"Iran (Islamic Rep. of)",IRN,Cuba,CUB,0,0,0,,5,0,,5,,0,0,0,,6,0,6,,,11
2019,"Syrian Arab Rep.",SYR,Cuba,CUB,0,0,6,,10,5,,21,,0,5,0,,11,0,16,,,37
2019,"Western Sahara",ESH,Cuba,CUB,0,0,0,,19,0,,19,,0,0,0,,88,0,88,,,107
2019,Yemen,YEM,Cuba,CUB,0,0,0,,0,0,,0,,0,0,5,,7,0,12,,,12
2019,Stateless,XXA,"Cabo Verde",CPV,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,115
2019,Afghanistan,AFG,Cyprus,CYP,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,14
2019,Algeria,DZA,Cyprus,CYP,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,8
2019,Egypt,EGY,Cyprus,CYP,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,115
2019,Armenia,ARM,Cyprus,CYP,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,26
2019,Bangladesh,BGD,Cyprus,CYP,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,5
2019,"Bosnia and Herzegovina",BIH,Cyprus,CYP,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,15
2019,China,CHN,Cyprus,CYP,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,5
2019,Cameroon,CMR,Cyprus,CYP,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,67
2019,Congo,COG,Cyprus,CYP,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,10
2019,"Dem. Rep. of the Congo",COD,Cyprus,CYP,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,25
2019,Eritrea,ERI,Cyprus,CYP,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,53
2019,Ethiopia,ETH,Cyprus,CYP,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,10
2019,Gambia,GMB,Cyprus,CYP,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,5
2019,Palestinian,PSE,Cyprus,CYP,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,2059
2019,Georgia,GEO,Cyprus,CYP,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,85
2019,Guinea,GIN,Cyprus,CYP,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,5
2019,"Cote d'Ivoire",CIV,Cyprus,CYP,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,5
2019,India,IND,Cyprus,CYP,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,7
2019,"Iran (Islamic Rep. of)",IRN,Cyprus,CYP,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,565
2019,Iraq,IRQ,Cyprus,CYP,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,919
2019,Jordan,JOR,Cyprus,CYP,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,38
2019,Kazakhstan,KAZ,Cyprus,CYP,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,5
2019,Kyrgyzstan,KGZ,Cyprus,CYP,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,5
2019,Libya,LBY,Cyprus,CYP,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,10
2019,Lebanon,LBN,Cyprus,CYP,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,52
2019,"Sri Lanka",LKA,Cyprus,CYP,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,27
2019,"Rep. of Moldova",MDA,Cyprus,CYP,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,18
2019,Nigeria,NGA,Cyprus,CYP,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,14
2019,Pakistan,PAK,Cyprus,CYP,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,17
2019,Philippines,PHL,Cyprus,CYP,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,12
2019,"Russian Federation",RUS,Cyprus,CYP,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,77
2019,Rwanda,RWA,Cyprus,CYP,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,5
2019,"Serbia and Kosovo: S/RES/1244 (1999)",SRB,Cyprus,CYP,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,59
2019,"Sierra Leone",SLE,Cyprus,CYP,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,24
2019,Somalia,SOM,Cyprus,CYP,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,221
2019,Sudan,SDN,Cyprus,CYP,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,13
2019,"Syrian Arab Rep.",SYR,Cyprus,CYP,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,11372
2019,Turkey,TUR,Cyprus,CYP,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,223
2019,Ukraine,UKR,Cyprus,CYP,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,30
2019,Uzbekistan,UZB,Cyprus,CYP,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,5
2019,Yemen,YEM,Cyprus,CYP,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,25
2019,Stateless,XXA,Cyprus,CYP,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,56
2019,Afghanistan,AFG,Czechia,CZE,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,45
2019,Egypt,EGY,Czechia,CZE,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,8
2019,Armenia,ARM,Czechia,CZE,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,29
2019,Azerbaijan,AZE,Czechia,CZE,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,20
2019,Burundi,BDI,Czechia,CZE,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,5
2019,Belarus,BLR,Czechia,CZE,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,175
2019,"Bosnia and Herzegovina",BIH,Czechia,CZE,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,5
2019,China,CHN,Czechia,CZE,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,30
2019,Cameroon,CMR,Czechia,CZE,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,5
2019,"Dem. Rep. of the Congo",COD,Czechia,CZE,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,8
2019,Cuba,CUB,Czechia,CZE,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,46
2019,Eritrea,ERI,Czechia,CZE,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,13
2019,Ethiopia,ETH,Czechia,CZE,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,5
2019,Georgia,GEO,Czechia,CZE,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,15
2019,Guinea,GIN,Czechia,CZE,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,5
2019,"Iran (Islamic Rep. of)",IRN,Czechia,CZE,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,6
2019,Iraq,IRQ,Czechia,CZE,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,146
2019,Kazakhstan,KAZ,Czechia,CZE,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,111
2019,Kyrgyzstan,KGZ,Czechia,CZE,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,22
2019,Libya,LBY,Czechia,CZE,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,15
2019,Lebanon,LBN,Czechia,CZE,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,5
2019,"Sri Lanka",LKA,Czechia,CZE,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,7
2019,"Rep. of Moldova",MDA,Czechia,CZE,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,18
2019,Mongolia,MNG,Czechia,CZE,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,7
2019,Morocco,MAR,Czechia,CZE,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,5
2019,Myanmar,MMR,Czechia,CZE,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,145
2019,Nigeria,NGA,Czechia,CZE,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,8
2019,Pakistan,PAK,Czechia,CZE,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,14
2019,"Russian Federation",RUS,Czechia,CZE,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,164
2019,"Saudi Arabia",SAU,Czechia,CZE,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,6
2019,"Serbia and Kosovo: S/RES/1244 (1999)",SRB,Czechia,CZE,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,9
2019,"Sierra Leone",SLE,Czechia,CZE,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,5
2019,Somalia,SOM,Czechia,CZE,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,14
2019,"Viet Nam",VNM,Czechia,CZE,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,14
2019,Sudan,SDN,Czechia,CZE,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,11
2019,"Syrian Arab Rep.",SYR,Czechia,CZE,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,408
2019,Turkmenistan,TKM,Czechia,CZE,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,7
2019,Togo,TGO,Czechia,CZE,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,5
2019,Turkey,TUR,Czechia,CZE,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,9
2019,Uganda,UGA,Czechia,CZE,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,5
2019,Ukraine,UKR,Czechia,CZE,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,305
2019,Uzbekistan,UZB,Czechia,CZE,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,53
2019,Yemen,YEM,Czechia,CZE,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,20
2019,Stateless,XXA,Czechia,CZE,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,1490
2019,"Unknown ",,Czechia,CZE,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,413
2019,Afghanistan,AFG,Denmark,DNK,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,2620
2019,Algeria,DZA,Denmark,DNK,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,5
2019,Egypt,EGY,Denmark,DNK,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,16
2019,Armenia,ARM,Denmark,DNK,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,75
2019,Azerbaijan,AZE,Denmark,DNK,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,41
2019,Burundi,BDI,Denmark,DNK,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,5
2019,Bangladesh,BGD,Denmark,DNK,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,20
2019,Belarus,BLR,Denmark,DNK,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,5
2019,"Bosnia and Herzegovina",BIH,Denmark,DNK,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,5
2019,China,CHN,Denmark,DNK,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,19
2019,Cameroon,CMR,Denmark,DNK,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,7
2019,Congo,COG,Denmark,DNK,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,5
2019,"Dem. Rep. of the Congo",COD,Denmark,DNK,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,77
2019,Colombia,COL,Denmark,DNK,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,5
2019,Eritrea,ERI,Denmark,DNK,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,5320
2019,Ethiopia,ETH,Denmark,DNK,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,94
2019,Gambia,GMB,Denmark,DNK,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,5
2019,Palestinian,PSE,Denmark,DNK,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,20
2019,Ghana,GHA,Denmark,DNK,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,5
2019,Guinea-Bissau,GNB,Denmark,DNK,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,5
2019,Guinea,GIN,Denmark,DNK,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,5
2019,"Cote d'Ivoire",CIV,Denmark,DNK,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,14
2019,India,IND,Denmark,DNK,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,5
2019,"Iran (Islamic Rep. of)",IRN,Denmark,DNK,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,3240
2019,Iraq,IRQ,Denmark,DNK,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,314
2019,Kenya,KEN,Denmark,DNK,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,5
2019,Kyrgyzstan,KGZ,Denmark,DNK,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,5
2019,"Dem. People's Rep. of Korea",PRK,Denmark,DNK,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,8
2019,Libya,LBY,Denmark,DNK,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,7
2019,Lebanon,LBN,Denmark,DNK,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,26
2019,"Sri Lanka",LKA,Denmark,DNK,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,54
2019,Morocco,MAR,Denmark,DNK,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,8
2019,Myanmar,MMR,Denmark,DNK,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,28
2019,Nepal,NPL,Denmark,DNK,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,5
2019,Nigeria,NGA,Denmark,DNK,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,9
2019,Pakistan,PAK,Denmark,DNK,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,65
2019,"Russian Federation",RUS,Denmark,DNK,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,855
2019,Rwanda,RWA,Denmark,DNK,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,15
2019,"El Salvador",SLV,Denmark,DNK,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,5
2019,Somalia,SOM,Denmark,DNK,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,1308
2019,Sudan,SDN,Denmark,DNK,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,65
2019,"Syrian Arab Rep.",SYR,Denmark,DNK,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,20046
2019,"United Rep. of Tanzania",TZA,Denmark,DNK,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,5
2019,Thailand,THA,Denmark,DNK,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,5
2019,Tajikistan,TJK,Denmark,DNK,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,5
2019,Turkey,TUR,Denmark,DNK,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,11
2019,Uganda,UGA,Denmark,DNK,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,74
2019,Ukraine,UKR,Denmark,DNK,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,28
2019,Uzbekistan,UZB,Denmark,DNK,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,10
2019,"Venezuela (Bolivarian Republic of)",VEN,Denmark,DNK,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,5
2019,Yemen,YEM,Denmark,DNK,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,5
2019,Zambia,ZMB,Denmark,DNK,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,5
2019,Zimbabwe,ZWE,Denmark,DNK,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,8
2019,Stateless,XXA,Denmark,DNK,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,11570
2019,"Unknown ",,Denmark,DNK,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,28
2019,Eritrea,ERI,Djibouti,DJI,12,11,20,,74,0,,117,,21,21,20,,243,0,305,,,422
2019,Ethiopia,ETH,Djibouti,DJI,15,41,33,,213,5,,307,,23,39,42,,158,10,272,,,579
2019,Iraq,IRQ,Djibouti,DJI,0,0,0,,0,0,,0,,0,0,7,,8,0,15,,,15
2019,Philippines,PHL,Djibouti,DJI,0,0,0,,0,0,,0,,0,5,0,,0,0,5,,,5
2019,Somalia,SOM,Djibouti,DJI,888,1344,1053,,3349,242,,6876,,922,1386,1054,,2771,268,6401,,,13277
2019,Sudan,SDN,Djibouti,DJI,0,0,0,,0,0,,0,,0,7,0,,0,0,7,,,7
2019,"Syrian Arab Rep.",SYR,Djibouti,DJI,0,5,0,,0,0,,5,,0,0,0,,5,0,5,,,10
2019,Yemen,YEM,Djibouti,DJI,149,283,244,,1099,145,,1920,,151,304,254,,2531,162,3402,,,5322
2019,Haiti,HTI,"Dominican Rep.",DOM,6,0,5,,62,15,,88,,9,0,0,,36,31,76,,,164
2019,"Venezuela (Bolivarian Republic of)",VEN,"Dominican Rep.",DOM,1113,1112,2000,,12958,800,,17983,,1255,1255,1533,,10790,1000,15833,,,33816
2019,Afghanistan,AFG,Ecuador,ECU,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,150
2019,Albania,ALB,Ecuador,ECU,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,6
2019,Angola,AGO,Ecuador,ECU,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,5
2019,Bangladesh,BGD,Ecuador,ECU,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,5
2019,Brazil,BRA,Ecuador,ECU,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,5
2019,China,CHN,Ecuador,ECU,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,12
2019,Chile,CHL,Ecuador,ECU,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,7
2019,Cameroon,CMR,Ecuador,ECU,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,16
2019,Congo,COG,Ecuador,ECU,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,5
2019,"Dem. Rep. of the Congo",COD,Ecuador,ECU,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,8
2019,Colombia,COL,Ecuador,ECU,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,102928
2019,Cuba,CUB,Ecuador,ECU,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,214
2019,"Dominican Rep.",DOM,Ecuador,ECU,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,5
2019,Eritrea,ERI,Ecuador,ECU,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,11
2019,Ethiopia,ETH,Ecuador,ECU,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,5
2019,Palestinian,PSE,Ecuador,ECU,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,8
2019,Ghana,GHA,Ecuador,ECU,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,5
2019,Guinea,GIN,Ecuador,ECU,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,9
2019,Haiti,HTI,Ecuador,ECU,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,21
2019,India,IND,Ecuador,ECU,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,5
2019,"Iran (Islamic Rep. of)",IRN,Ecuador,ECU,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,61
2019,Iraq,IRQ,Ecuador,ECU,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,62
2019,Liberia,LBR,Ecuador,ECU,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,5
2019,Libya,LBY,Ecuador,ECU,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,6
2019,Lebanon,LBN,Ecuador,ECU,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,14
2019,"Sri Lanka",LKA,Ecuador,ECU,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,18
2019,"North Macedonia",MKD,Ecuador,ECU,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,14
2019,Mali,MLI,Ecuador,ECU,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,5
2019,Morocco,MAR,Ecuador,ECU,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,5
2019,Nepal,NPL,Ecuador,ECU,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,5
2019,Nicaragua,NIC,Ecuador,ECU,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,5
2019,Nigeria,NGA,Ecuador,ECU,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,36
2019,Pakistan,PAK,Ecuador,ECU,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,29
2019,Peru,PER,Ecuador,ECU,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,82
2019,"Russian Federation",RUS,Ecuador,ECU,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,35
2019,"El Salvador",SLV,Ecuador,ECU,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,33
2019,"Saudi Arabia",SAU,Ecuador,ECU,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,8
2019,Somalia,SOM,Ecuador,ECU,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,8
2019,Spain,ESP,Ecuador,ECU,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,5
2019,"Viet Nam",VNM,Ecuador,ECU,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,5
2019,Sudan,SDN,Ecuador,ECU,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,5
2019,"Syrian Arab Rep.",SYR,Ecuador,ECU,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,146
2019,Turkey,TUR,Ecuador,ECU,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,5
2019,Ukraine,UKR,Ecuador,ECU,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,14
2019,"United States of America",USA,Ecuador,ECU,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,7
2019,Uzbekistan,UZB,Ecuador,ECU,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,5
2019,"Venezuela (Bolivarian Republic of)",VEN,Ecuador,ECU,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,374419
2019,"Western Sahara",ESH,Ecuador,ECU,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,5
2019,Yemen,YEM,Ecuador,ECU,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,96
2019,Zimbabwe,ZWE,Ecuador,ECU,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,5
2019,"Unknown ",,Ecuador,ECU,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,27
2019,Eritrea,ERI,Eritrea,ERI,0,0,0,,15,0,,15,,0,0,0,,0,0,0,,,15
2019,Ethiopia,ETH,Eritrea,ERI,0,5,0,,0,0,,5,,5,0,0,,5,0,10,,,15
2019,Somalia,SOM,Eritrea,ERI,5,8,8,,15,0,,36,,6,10,8,,18,0,42,,,78
2019,Sudan,SDN,Eritrea,ERI,6,19,6,,5,0,,36,,8,20,7,,28,0,63,,,99
2019,"South Sudan",SSD,Eritrea,ERI,0,0,0,,0,0,,0,,0,0,0,,7,0,7,,,7
2019,Afghanistan,AFG,Estonia,EST,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,9
2019,Egypt,EGY,Estonia,EST,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,5
2019,Azerbaijan,AZE,Estonia,EST,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,5
2019,Eritrea,ERI,Estonia,EST,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,5
2019,Georgia,GEO,Estonia,EST,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,5
2019,"Iran (Islamic Rep. of)",IRN,Estonia,EST,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,5
2019,Iraq,IRQ,Estonia,EST,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,22
2019,"Sri Lanka",LKA,Estonia,EST,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,5
2019,Pakistan,PAK,Estonia,EST,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,5
2019,"Russian Federation",RUS,Estonia,EST,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,30
2019,"Serbia and Kosovo: S/RES/1244 (1999)",SRB,Estonia,EST,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,6
2019,Sudan,SDN,Estonia,EST,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,16
2019,"Syrian Arab Rep.",SYR,Estonia,EST,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,127
2019,Turkey,TUR,Estonia,EST,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,19
2019,Ukraine,UKR,Estonia,EST,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,62
2019,Yemen,YEM,Estonia,EST,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,5
2019,Stateless,XXA,Estonia,EST,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,75599
2019,Egypt,EGY,Ethiopia,ETH,0,0,5,,0,0,,5,,0,0,0,,0,0,0,,,5
2019,Burundi,BDI,Ethiopia,ETH,0,7,10,,12,0,,29,,0,0,9,,19,0,28,,,57
2019,"Dem. Rep. of the Congo",COD,Ethiopia,ETH,59,63,36,,179,0,,337,,60,67,53,,214,0,394,,,731
